word,freq,position,style,height
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
emportante,64.46434516,labial,forum,mid
